date,open,high,low,close,volume,average,barCount,is_rth
2025-11-17 14:00:00+00:00,127.48,127.63,126.42,126.55,21161.0,127.007,151,False
2025-11-17 15:00:00+00:00,126.55,126.94,125.83,126.2,60054.0,126.315,433,True
2025-11-17 16:00:00+00:00,126.14,126.19,124.09,124.59,81406.0,124.81,608,True
2025-11-17 17:00:00+00:00,124.55,125.2,124.33,124.56,37115.0,124.935,338,True
2025-11-17 18:00:00+00:00,124.6,124.6,123.85,123.91,40930.0,124.311,357,True
2025-11-17 19:00:00+00:00,123.77,123.85,122.51,122.57,49885.0,123.081,448,True
2025-11-17 20:00:00+00:00,122.54,123.02,122.38,122.72,202398.0,122.659,1433,True
2025-11-17 21:00:00+00:00,122.72,122.72,122.72,122.72,173572.0,122.72,18,False
2025-11-17 22:00:00+00:00,122.72,122.72,122.72,122.72,0.0,122.72,0,False
2025-11-17 23:00:00+00:00,122.72,122.72,122.72,122.72,0.0,122.72,0,False
2025-11-18 00:00:00+00:00,122.72,122.72,122.72,122.72,0.0,122.72,0,False
2025-11-18 14:00:00+00:00,122.11,123.73,121.53,122.77,26628.0,122.899,162,False
2025-11-18 15:00:00+00:00,123.19,124.02,122.77,123.84,91157.0,123.457,612,True
2025-11-18 16:00:00+00:00,123.75,125.13,123.7,124.84,54252.0,124.554,497,True
2025-11-18 17:00:00+00:00,124.8,125.49,124.0,125.37,46981.0,124.758,417,True
2025-11-18 18:00:00+00:00,125.38,125.75,125.02,125.2,44540.0,125.332,323,True
2025-11-18 19:00:00+00:00,125.22,125.62,124.87,125.62,57330.0,125.279,508,True
2025-11-18 20:00:00+00:00,125.59,125.83,124.76,124.77,143079.0,125.116,1076,True
2025-11-18 21:00:00+00:00,124.78,124.78,124.78,124.78,177736.0,124.78,10,False
2025-11-18 22:00:00+00:00,124.78,124.78,124.78,124.78,0.0,124.78,0,False
2025-11-18 23:00:00+00:00,124.78,124.78,124.78,124.78,0.0,124.78,0,False
2025-11-19 00:00:00+00:00,124.78,124.78,124.78,124.78,0.0,124.78,0,False
2025-11-19 14:00:00+00:00,124.72,125.48,124.25,125.32,72354.0,124.787,343,False
2025-11-19 15:00:00+00:00,125.38,125.93,124.87,124.98,36643.0,125.361,274,True
2025-11-19 16:00:00+00:00,124.96,125.46,124.71,125.43,50483.0,125.044,438,True
2025-11-19 17:00:00+00:00,125.38,125.65,124.97,125.49,20934.0,125.371,184,True
2025-11-19 18:00:00+00:00,125.49,126.2,125.49,125.99,30840.0,125.837,239,True
2025-11-19 19:00:00+00:00,125.84,126.06,125.29,125.58,26348.0,125.627,237,True
2025-11-19 20:00:00+00:00,125.52,126.4,125.5,125.98,114369.0,126.056,829,True
2025-11-19 21:00:00+00:00,126.0,126.02,125.99,126.01,123151.0,126.01,21,False
2025-11-19 22:00:00+00:00,126.01,126.01,126.01,126.01,0.0,126.01,0,False
2025-11-19 23:00:00+00:00,126.01,126.01,126.01,126.01,0.0,126.01,0,False
2025-11-20 00:00:00+00:00,126.01,126.01,126.01,126.01,0.0,126.01,0,False
2025-11-20 14:00:00+00:00,127.92,129.14,126.84,128.58,48310.0,127.618,186,False
2025-11-20 15:00:00+00:00,128.7,128.98,128.05,128.54,53475.0,128.528,407,True
2025-11-20 16:00:00+00:00,128.64,128.83,126.21,126.21,33732.0,127.674,302,True
2025-11-20 17:00:00+00:00,126.11,126.65,125.18,125.72,35132.0,125.901,324,True
2025-11-20 18:00:00+00:00,125.5,126.56,124.95,125.22,53503.0,125.886,398,True
2025-11-20 19:00:00+00:00,125.2,126.28,125.13,126.11,39492.0,125.722,345,True
2025-11-20 20:00:00+00:00,126.02,126.33,125.4,125.73,112452.0,125.85,916,True
2025-11-20 21:00:00+00:00,125.72,126.21,125.72,126.2,184903.0,125.75,20,False
2025-11-20 22:00:00+00:00,126.2,126.2,126.2,126.2,0.0,126.2,0,False
2025-11-20 23:00:00+00:00,126.2,126.2,126.2,126.2,0.0,126.2,0,False
2025-11-21 00:00:00+00:00,126.2,126.21,126.2,126.2,0.0,126.2,0,False
2025-11-21 14:00:00+00:00,125.84,126.85,124.91,125.92,92502.0,126.052,185,False
2025-11-21 15:00:00+00:00,125.94,126.69,125.46,126.48,47893.0,126.03,389,True
2025-11-21 16:00:00+00:00,126.48,127.87,125.48,127.84,42168.0,126.575,337,True
2025-11-21 17:00:00+00:00,127.83,128.27,127.57,127.98,33262.0,127.986,304,True
2025-11-21 18:00:00+00:00,127.95,128.3,127.18,127.79,68929.0,127.962,520,True
2025-11-21 19:00:00+00:00,127.92,128.17,127.53,127.73,50807.0,127.822,403,True
2025-11-21 20:00:00+00:00,127.69,127.83,126.76,127.2,97707.0,127.227,782,True
2025-11-21 21:00:00+00:00,127.13,127.13,127.13,127.13,149598.0,127.13,28,False
2025-11-21 22:00:00+00:00,127.13,127.13,127.13,127.13,0.0,127.13,0,False
2025-11-21 23:00:00+00:00,127.13,127.13,127.13,127.13,0.0,127.13,0,False
2025-11-22 00:00:00+00:00,127.13,127.13,127.13,127.13,0.0,127.13,0,False
2025-11-24 14:00:00+00:00,126.42,128.21,126.24,128.21,58825.0,127.128,253,False
2025-11-24 15:00:00+00:00,128.32,128.5,127.38,127.88,44314.0,127.798,328,True
2025-11-24 16:00:00+00:00,127.91,128.22,127.68,127.97,51560.0,128.018,381,True
2025-11-24 17:00:00+00:00,127.97,128.85,127.79,128.75,53779.0,128.482,402,True
2025-11-24 18:00:00+00:00,128.76,129.12,128.66,129.06,68147.0,128.876,498,True
2025-11-24 19:00:00+00:00,129.08,129.26,128.3,128.44,40219.0,128.839,333,True
2025-11-24 20:00:00+00:00,128.47,129.13,128.44,128.74,95744.0,128.804,731,True
2025-11-24 21:00:00+00:00,128.75,128.75,128.75,128.75,658994.0,128.75,10,False
2025-11-24 22:00:00+00:00,128.75,128.75,128.75,128.75,0.0,128.75,0,False
2025-11-24 23:00:00+00:00,128.75,128.75,128.75,128.75,0.0,128.75,0,False
2025-11-25 00:00:00+00:00,128.75,128.75,128.75,128.75,0.0,128.75,0,False
2025-11-25 14:00:00+00:00,129.26,130.24,128.27,129.25,32621.0,129.3,168,False
2025-11-25 15:00:00+00:00,129.3,129.97,129.01,129.8,39029.0,129.519,322,True
2025-11-25 16:00:00+00:00,129.78,130.05,129.46,129.87,46297.0,129.834,357,True
2025-11-25 17:00:00+00:00,129.93,130.25,129.93,130.14,27074.0,130.069,209,True
2025-11-25 18:00:00+00:00,130.18,130.32,130.02,130.14,29789.0,130.155,267,True
2025-11-25 19:00:00+00:00,130.1,130.58,130.03,130.51,30204.0,130.256,254,True
2025-11-25 20:00:00+00:00,130.52,130.82,129.88,129.92,132203.0,130.419,980,True
2025-11-25 21:00:00+00:00,129.93,129.93,129.93,129.93,232476.0,129.93,27,False
2025-11-25 22:00:00+00:00,129.93,129.93,129.93,129.93,0.0,129.93,0,False
2025-11-25 23:00:00+00:00,129.93,129.93,129.93,129.93,0.0,129.93,0,False
2025-11-26 00:00:00+00:00,129.93,129.93,129.93,129.93,0.0,129.93,0,False
2025-11-26 14:00:00+00:00,130.11,131.21,129.78,130.91,19802.0,130.501,126,False
2025-11-26 15:00:00+00:00,130.96,131.5,130.75,131.5,21794.0,131.206,171,True
2025-11-26 16:00:00+00:00,131.52,131.96,131.52,131.7,34740.0,131.771,239,True
2025-11-26 17:00:00+00:00,131.78,131.79,131.41,131.56,18508.0,131.607,159,True
2025-11-26 18:00:00+00:00,131.58,131.67,131.25,131.55,26286.0,131.516,214,True
2025-11-26 19:00:00+00:00,131.6,132.12,131.58,131.92,21563.0,131.881,185,True
2025-11-26 20:00:00+00:00,131.94,132.17,131.26,131.28,97885.0,131.718,718,True
2025-11-26 21:00:00+00:00,131.37,131.37,131.37,131.37,128427.0,131.37,18,False
2025-11-26 22:00:00+00:00,131.37,131.37,131.37,131.37,0.0,131.37,0,False
2025-11-26 23:00:00+00:00,131.37,131.37,131.37,131.37,0.0,131.37,0,False
