date,open,high,low,close,volume,is_rth
2025-11-17 08:00:00+00:00,122.15,122.39,121.99,122.06,650.0,0.0
2025-11-17 12:00:00+00:00,121.9,121.9,119.78,120.11,687724.0,1.0
2025-11-17 16:00:00+00:00,120.17,120.75,116.77,116.79,1332519.0,1.0
2025-11-17 20:00:00+00:00,116.79,117.9,116.7,117.17,1278075.0,1.0
2025-11-18 00:00:00+00:00,117.0,117.64,117.0,117.11,8146.0,0.0
2025-11-18 08:00:00+00:00,117.24,117.59,117.24,117.59,582.0,0.0
2025-11-18 12:00:00+00:00,117.33,118.54,116.2,117.07,717708.0,1.0
2025-11-18 16:00:00+00:00,117.08,118.06,115.58,116.39,1636811.0,1.0
2025-11-18 20:00:00+00:00,116.39,116.56,115.15,115.45,1269945.0,1.0
2025-11-19 00:00:00+00:00,115.3,115.5,115.3,115.5,400.0,0.0
2025-11-19 12:00:00+00:00,116.04,116.12,114.48,114.83,589548.0,1.0
2025-11-19 16:00:00+00:00,114.82,115.27,114.07,114.37,1077503.0,1.0
2025-11-19 20:00:00+00:00,114.34,115.13,114.22,114.45,1422848.0,1.0
2025-11-20 00:00:00+00:00,114.45,114.8,114.2,114.6,10435.0,0.0
2025-11-20 08:00:00+00:00,114.81,115.03,114.75,114.75,2635.0,0.0
2025-11-20 12:00:00+00:00,114.64,115.36,113.58,113.9,1154617.0,1.0
2025-11-20 16:00:00+00:00,113.89,113.91,110.81,112.34,2392535.0,1.0
2025-11-20 20:00:00+00:00,112.29,112.33,111.46,111.75,1594878.0,1.0
2025-11-21 00:00:00+00:00,111.5,111.64,111.5,111.63,757.0,0.0
2025-11-21 08:00:00+00:00,111.72,111.72,111.42,111.42,384.0,0.0
2025-11-21 12:00:00+00:00,111.58,113.45,111.54,112.6,1040971.0,1.0
2025-11-21 16:00:00+00:00,112.63,115.69,112.07,114.89,2206102.0,1.0
2025-11-21 20:00:00+00:00,114.89,115.03,114.04,114.5,1656199.0,1.0
2025-11-22 00:00:00+00:00,114.5,114.5,114.5,114.5,0.0,0.0
2025-11-24 08:00:00+00:00,114.3,114.3,114.3,114.3,445.0,0.0
2025-11-24 12:00:00+00:00,114.55,115.0,113.38,113.77,629106.0,1.0
2025-11-24 16:00:00+00:00,113.77,114.7,113.64,114.67,1153141.0,1.0
2025-11-24 20:00:00+00:00,114.67,115.06,114.05,114.05,2168587.0,1.0
2025-11-25 00:00:00+00:00,114.2,114.41,114.2,114.41,600.0,0.0
2025-11-25 12:00:00+00:00,114.06,117.94,114.0,117.94,1150482.0,1.0
2025-11-25 16:00:00+00:00,117.95,118.88,117.02,118.75,2087725.0,1.0
2025-11-25 20:00:00+00:00,118.75,119.24,118.23,118.38,2378515.0,1.0
2025-11-26 00:00:00+00:00,118.36,118.38,118.36,118.38,495.0,0.0
2025-11-26 08:00:00+00:00,118.75,118.75,118.55,118.55,817.0,0.0
2025-11-26 12:00:00+00:00,118.32,118.57,116.64,117.66,768705.0,1.0
2025-11-26 16:00:00+00:00,117.67,117.81,117.05,117.19,996790.0,1.0
2025-11-26 20:00:00+00:00,117.17,117.29,116.4,116.55,1844536.0,1.0
2025-11-27 00:00:00+00:00,116.7,116.7,116.56,116.56,550.0,0.0
2025-11-28 08:00:00+00:00,117.02,117.38,117.0,117.38,854.0,0.0
2025-11-28 12:00:00+00:00,117.38,117.79,116.4,117.53,562495.0,1.0
2025-11-28 16:00:00+00:00,117.52,117.72,116.0,116.95,719611.0,1.0
2025-11-28 20:00:00+00:00,116.71,116.9,116.63,116.9,2088.0,1.0
2025-12-01 08:00:00+00:00,116.47,116.47,116.47,116.47,100.0,0.0
2025-12-01 12:00:00+00:00,116.22,118.91,115.64,118.89,873608.0,1.0
2025-12-01 16:00:00+00:00,118.9,119.62,118.43,118.51,937852.0,1.0
2025-12-01 20:00:00+00:00,118.51,118.86,118.34,118.58,1286306.0,1.0
2025-12-02 00:00:00+00:00,118.5,118.51,118.5,118.51,498.0,0.0
2025-12-02 12:00:00+00:00,119.0,119.29,117.37,119.07,604742.0,1.0
2025-12-02 16:00:00+00:00,119.07,120.1,118.77,119.3,1661702.0,1.0
2025-12-02 20:00:00+00:00,119.33,119.58,118.39,118.9,2434642.0,1.0
2025-12-03 00:00:00+00:00,118.75,118.75,118.75,118.75,140.0,0.0
2025-12-03 12:00:00+00:00,118.99,120.73,117.63,118.76,877352.0,1.0
2025-12-03 16:00:00+00:00,118.77,120.01,118.73,119.53,1182267.0,1.0
2025-12-03 20:00:00+00:00,119.54,120.27,119.3,120.05,1757804.0,1.0
2025-12-04 00:00:00+00:00,119.98,119.98,119.98,119.98,100.0,0.0
2025-12-04 12:00:00+00:00,120.13,120.92,119.22,119.84,517061.0,1.0
2025-12-04 16:00:00+00:00,119.82,120.84,119.53,120.45,591942.0,1.0
2025-12-04 20:00:00+00:00,120.43,121.0,119.5,120.6,1748989.0,1.0
2025-12-05 00:00:00+00:00,120.82,120.82,120.52,120.53,400.0,0.0
2025-12-05 08:00:00+00:00,120.88,120.88,120.88,120.88,100.0,0.0
2025-12-05 12:00:00+00:00,120.48,123.93,120.18,123.73,668723.0,1.0
2025-12-05 16:00:00+00:00,123.71,123.99,123.35,123.95,774678.0,1.0
2025-12-05 20:00:00+00:00,123.95,124.82,123.84,124.1,1203889.0,1.0
2025-12-06 00:00:00+00:00,124.1,124.11,124.1,124.11,400.0,0.0
2025-12-08 12:00:00+00:00,124.62,124.67,121.9,122.46,556871.0,1.0
2025-12-08 16:00:00+00:00,122.41,122.5,120.91,121.5,719605.0,1.0
2025-12-08 20:00:00+00:00,121.51,122.2,121.46,122.01,1247399.0,1.0
