date,open,high,low,close,volume,average,barCount,is_rth
2018-05-18 00:00:00+00:00,222.27,224.79,220.81,221.43,304352.0,222.019,2308,False
2018-05-25 00:00:00+00:00,222.2,224.79,216.72,224.19,827801.0,221.177,5858,False
2018-06-01 00:00:00+00:00,222.72,227.19,216.41,226.55,702215.0,221.666,5073,False
2018-06-08 00:00:00+00:00,227.11,232.47,225.75,230.0,603438.0,229.252,4716,False
2018-06-15 00:00:00+00:00,231.54,232.36,221.35,223.54,995178.0,228.677,7446,False
2018-06-22 00:00:00+00:00,221.27,224.5,218.0,220.53,1164569.0,220.851,7502,False
2018-06-29 00:00:00+00:00,220.71,225.85,216.43,225.12,672657.0,221.202,5424,False
2018-07-06 00:00:00+00:00,224.43,230.28,223.24,228.54,545625.0,227.158,4231,False
2018-07-13 00:00:00+00:00,230.15,232.12,226.37,227.33,645512.0,229.003,4859,False
2018-07-20 00:00:00+00:00,227.32,230.88,226.1,229.57,579790.0,228.459,4359,False
2018-07-27 00:00:00+00:00,229.38,234.79,227.19,229.54,488124.0,230.229,4118,False
2018-08-03 00:00:00+00:00,230.54,231.64,223.44,230.8,824986.0,228.364,6327,False
2018-08-10 00:00:00+00:00,229.86,232.19,221.6,226.46,741217.0,228.566,5595,False
2018-08-17 00:00:00+00:00,223.43,227.12,219.06,221.76,758723.0,223.375,6308,False
2018-08-24 00:00:00+00:00,222.95,224.92,218.4,222.61,587023.0,221.872,4860,False
2018-08-31 00:00:00+00:00,230.67,230.67,213.42,218.02,576959.0,220.118,4926,False
2018-09-07 00:00:00+00:00,216.05,217.27,208.61,209.85,775887.0,210.796,5736,False
2018-09-14 00:00:00+00:00,209.64,215.98,207.41,213.34,812937.0,211.312,6563,False
2018-09-21 00:00:00+00:00,213.25,228.5,213.25,227.0,564305.0,221.381,4733,False
2018-09-28 00:00:00+00:00,226.5,229.55,222.43,223.08,555169.0,226.329,4212,False
2018-10-05 00:00:00+00:00,224.2,228.49,220.17,221.76,350919.0,224.895,2968,False
2018-10-12 00:00:00+00:00,221.4,234.18,213.62,217.85,420387.0,218.57,3500,False
2018-10-19 00:00:00+00:00,216.46,225.57,216.16,219.16,332451.0,222.026,2724,False
2018-10-26 00:00:00+00:00,220.06,221.53,212.08,215.73,323292.0,215.949,2680,False
2018-11-02 00:00:00+00:00,218.48,233.26,214.37,229.21,742089.0,222.457,5320,False
2018-11-09 00:00:00+00:00,228.06,232.27,220.97,224.23,563033.0,227.601,4575,False
2018-11-16 00:00:00+00:00,224.06,227.01,217.44,226.08,376612.0,223.212,3204,False
2018-11-23 00:00:00+00:00,226.54,228.78,215.93,218.04,298835.0,221.434,2544,False
2018-11-30 00:00:00+00:00,219.08,226.06,217.55,219.29,518353.0,222.597,4453,False
2018-12-07 00:00:00+00:00,226.78,230.0,215.21,220.68,679240.0,222.214,5343,False
2018-12-14 00:00:00+00:00,220.45,224.98,214.6,217.94,633503.0,219.046,4864,False
2018-12-21 00:00:00+00:00,216.7,221.38,213.11,213.67,715872.0,216.594,5988,False
2018-12-28 00:00:00+00:00,211.44,222.68,210.53,221.77,407661.0,216.689,3391,False
2019-01-04 00:00:00+00:00,221.51,229.15,220.05,228.5,472389.0,224.999,3301,False
2019-01-11 00:00:00+00:00,228.97,231.99,224.64,229.76,875558.0,227.799,6407,False
2019-01-18 00:00:00+00:00,227.37,234.89,223.63,232.05,974288.0,231.32,7460,False
2019-01-25 00:00:00+00:00,230.33,239.51,227.27,236.23,583078.0,234.154,5074,False
2019-02-01 00:00:00+00:00,234.66,244.75,227.77,242.95,736011.0,238.72,6155,False
2019-02-08 00:00:00+00:00,243.48,250.41,233.54,239.61,678804.0,242.58,5894,False
2019-02-15 00:00:00+00:00,237.3,241.95,228.94,239.08,1177123.0,237.184,9329,False
2019-02-22 00:00:00+00:00,237.65,242.69,236.32,242.61,450079.0,239.64,3910,False
2019-03-01 00:00:00+00:00,244.54,245.2,237.81,239.1,675293.0,242.105,4906,False
2019-03-08 00:00:00+00:00,239.0,242.0,232.85,235.61,409172.0,238.154,3715,False
2019-03-11 00:00:00+00:00,243.09,250.59,239.96,248.19,557627.0,245.836,4751,False
2019-03-22 00:00:00+00:00,248.48,252.49,239.62,241.43,616018.0,247.635,5174,False
2019-03-29 00:00:00+00:00,241.91,243.2,236.36,239.95,485774.0,239.68,4237,False
2019-04-05 00:00:00+00:00,243.18,246.15,240.72,245.28,616564.0,243.441,4689,False
2019-04-12 00:00:00+00:00,244.61,246.37,239.0,241.85,756323.0,242.523,5602,False
2019-04-18 00:00:00+00:00,235.0,235.87,228.03,231.34,598016.0,232.621,4805,False
2019-04-26 00:00:00+00:00,229.81,236.55,229.27,236.39,712125.0,233.411,5689,False
2019-05-03 00:00:00+00:00,236.94,239.94,235.76,238.17,569847.0,237.339,4342,False
2019-05-10 00:00:00+00:00,237.53,238.89,220.25,223.85,1061235.0,230.686,7912,False
2019-05-17 00:00:00+00:00,220.04,221.41,214.65,217.83,1062731.0,217.753,8320,False
2019-05-24 00:00:00+00:00,217.45,226.3,215.77,221.08,1594901.0,222.582,10230,False
2019-05-31 00:00:00+00:00,221.3,224.38,216.55,223.8,710856.0,220.906,5058,False
